Invoice,Fruit,Price,qty,Total
5190,WaterMelon,35,11,385
5191,Banana,55,19,1045
5192,Pears,130,3,390
5193,Pineapple,70,14,980
5194,WaterMelon,35,31,1085
5195,Grapes,120,36,4320
5196,WaterMelon,35,45,1575
5197,Pineapple,70,13,910
5198,Mango,180,39,7020
5199,Banana,55,6,330
5200,Banana,55,29,1595
5201,Avacado,140,1,140
5202,Mango,180,33,5940
5203,CrustedApple,80,46,3680
5204,Avacado,140,33,4620
5205,CrustedApple,80,7,560
5206,Grapes,120,28,3360
5207,Banana,55,27,1485
5208,Orange,85,1,85
5209,CrustedApple,80,6,480
5210,Apple,220,2,440
5211,Banana,55,31,1705
5212,Banana,55,3,165
5213,Banana,55,27,1485
5214,Pineapple,70,36,2520
5215,Pears,130,29,3770
5216,WaterMelon,35,5,175
5217,Grapes,120,41,4920
5218,MuskMelon,35,15,525
5219,Pineapple,70,18,1260
5220,Gauva,40,5,200
5221,Mango,180,8,1440
5222,MuskMelon,35,16,560
5223,Mango,180,8,1440
5224,Avacado,140,13,1820
5225,Orange,85,31,2635
5226,Orange,85,12,1020
5227,Grapes,120,1,120
5228,Banana,55,15,825
5229,Grapes,120,50,6000
5230,Gauva,40,11,440
5231,Banana,55,41,2255
5232,Gauva,40,29,1160
5233,Orange,85,37,3145
5234,Avacado,140,24,3360
5235,Apple,220,16,3520
5236,Mango,180,47,8460
5237,WaterMelon,35,25,875
5238,Mango,180,48,8640
5239,Orange,85,31,2635
5240,MuskMelon,35,29,1015
5241,MuskMelon,35,24,840
5242,Banana,55,30,1650
5243,Pineapple,70,39,2730
5244,Gauva,40,45,1800
5245,Pears,130,36,4680
5246,Grapes,120,23,2760
5247,CrustedApple,80,35,2800
5248,Grapes,120,48,5760
5249,Grapes,120,4,480
5250,Mango,180,33,5940
